Microsoft (R) COFF/PE Dumper Version 9.00.30729.01
        775  306 0004D130 IsProcessorFeaturePresent = IsProcessorFeaturePresent
        776  307 0004D1E0 IsSystemResumeAutomatic = IsSystemResumeAutomatic
        777  308 0000A9D0 IsThreadAFiber = IsThreadAFiber
        778  309          IsThreadpoolTimerSet (forwarded to NTDLL.TpIsTimerSet)
        779  30A 000512A0 IsTimeZoneRedirectionEnabled = IsTimeZoneRedirectionEnabled
        780  30B 000964A0 IsValidCalDateTime = IsValidCalDateTime
        781  30C 00021A10 IsValidCodePage = IsValidCodePageStub
        782  30D 0004C410 IsValidLanguageGroup = IsValidLanguageGroupStub
        783  30E 00018010 IsValidLocale = IsValidLocaleStub
        784  30F 0004BC90 IsValidLocaleName = IsValidLocaleNameStub
        785  310 0000A830 IsWow64Process = IsWow64ProcessStub
        786  311 00040220 K32EmptyWorkingSet = K32EmptyWorkingSet
        787  312 0000BDD0 K32EnumDeviceDrivers = K32EnumDeviceDrivers
        788  313 00054460 K32EnumPageFilesA = K32EnumPageFilesA
        789  314 00040050 K32EnumPageFilesW = K32EnumPageFilesW
        790  315 000542B0 K32EnumProcessModules = K32EnumProcessModules
        791  316 00069BB0 K32EnumProcessModulesEx = K32EnumProcessModulesEx
        792  317 00054160 K32EnumProcesses = K32EnumProcesses
        793  318 0000BE90 K32GetDeviceDriverBaseNameA = K32GetDeviceDriverBaseNameA
        794  319 000330B0 K32GetDeviceDriverBaseNameW = K32GetDeviceDriverBaseNameW
        795  31A 000544B0 K32GetDeviceDriverFileNameA = K32GetDeviceDriverFileNameA
        796  31B 00054540 K32GetDeviceDriverFileNameW = K32GetDeviceDriverFileNameW
        797  31C 00054050 K32GetMappedFileNameA = K32GetMappedFileNameA
        798  31D 0003F8D0 K32GetMappedFileNameW = K32GetMappedFileNameW
        799  31E 000850B0 K32GetModuleBaseNameA = K32GetModuleBaseNameA
        800  31F 000795D0 K32GetModuleBaseNameW = K32GetModuleBaseNameW
        801  320 00085160 K32GetModuleFileNameExA = K32GetModuleFileNameExA
        802  321 000796A0 K32GetModuleFileNameExW = K32GetModuleFileNameExW
        803  322 00079530 K32GetModuleInformation = K32GetModuleInformation
        804  323 00004D40 K32GetPerformanceInfo = K32GetPerformanceInfo
        805  324 0003F9B0 K32GetProcessImageFileNameA = K32GetProcessImageFileNameA
        806  325 0003FAA0 K32GetProcessImageFileNameW = K32GetProcessImageFileNameW
        807  326 000056E0 K32GetProcessMemoryInfo = K32GetProcessMemoryInfo
        808  327 00054130 K32GetWsChanges = K32GetWsChanges
        809  328 00054100 K32GetWsChangesEx = K32GetWsChangesEx
        810  329 0003FBB0 K32InitializeProcessForWsWatch = K32InitializeProcessForWsWatch
        811  32A 000401D0 K32QueryWorkingSet = K32QueryWorkingSet
        812  32B 00040180 K32QueryWorkingSetEx = K32QueryWorkingSetEx
        813  32C 0000A520 LCIDToLocaleName = LCIDToLocaleNameStub
        814  32D 0004C3E0 LCMapStringA = LCMapStringAStub
        815  32E 0004BC30 LCMapStringEx = LCMapStringExStub
        816  32F 00021F30 LCMapStringW = LCMapStringWStub
        817  330 0005FAF0 LZClose = LZClose
        818  331 0005FBA0 LZCloseFile = LZCloseFile
        819  332 0008F870 LZCopy = LZCopy
        820  333 0008E6D0 LZCreateFileW = LZCreateFileW
        821  334 00044170 LZDone = ?LCIELowerConnLimit@@YAXPEBG@Z (void __cdecl LCIELowerConnLimit(unsigned short const *))
        822  335 00088000 LZInit = LZInit
        823  336 0008E5E0 LZOpenFileA = LZOpenFileA
        824  337 00094230 LZOpenFileW = LZOpenFileW
        825  338 00087CB0 LZRead = LZRead
        826  339 0005FC50 LZSeek = LZSeek
        827  33A 000445A0 LZStart = OpenProfileUserMapping
        828  33B          LeaveCriticalSection (forwarded to NTDLL.RtlLeaveCriticalSection)
        829  33C          LeaveCriticalSectionWhenCallbackReturns (forwarded to NTDLL.TpCallbackLeaveCriticalSectionOnCompletion)
        830  33D 00020D10 LoadAppInitDlls = LoadAppInitDlls
        831  33E 00020BC0 LoadLibraryA = LoadLibraryA
        832  33F 0000F340 LoadLibraryExA = LoadLibraryExAStub
        833  340 00015CB0 LoadLibraryExW = LoadLibraryExWStub
        834  341 00020420 LoadLibraryW = LoadLibraryW
        835  342 000987B0 LoadModule = LoadModule
        836  343 00019600 LoadResource = LoadResourceStub
        837  344 00016E80 LoadStringBaseExW = LoadStringBaseExWStub
        838  345 0004DF50 LoadStringBaseW = LoadStringBaseW
        839  346 0001FEA0 LocalAlloc = LocalAllocStub
        840  347 0004E740 LocalCompact = LocalCompact
        841  348 0004C3D0 LocalFileTimeToFileTime = LocalFileTimeToFileTimeStub
        842  349 0004E0D0 LocalFlags = LocalFlags
        843  34A 00015CF0 LocalFree = LocalFreeStub
        844  34B 0004E380 LocalHandle = LocalHandle
        845  34C 00016130 LocalLock = LocalLockStub
        846  34D 00017FA0 LocalReAlloc = LocalReAllocStub
        847  34E 0004E740 LocalShrink = LocalCompact
        848  34F 0004E210 LocalSize = LocalSize
        849  350 00016150 LocalUnlock = LocalUnlockStub
        850  351 00006B10 LocaleNameToLCID = LocaleNameToLCIDStub
        851  352          LocateExtendedFeature (forwarded to api-ms-win-core-xstate-l1-1-0.RtlLocateExtendedFeature)
        852  353          LocateLegacyContext (forwarded to api-ms-win-core-xstate-l1-1-0.RtlLocateLegacyContext)
        853  354 0004C3B0 LockFile = LockFileStub
        854  355 0004C380 LockFileEx = LockFileExStub
        855  356 000073D0 LockResource = LockResourceStub
        856  357 00048190 MapUserPhysicalPages = MapUserPhysicalPages
        857  358 00048160 MapUserPhysicalPagesScatter = MapUserPhysicalPagesScatter
        858  359 0000E830 MapViewOfFile = MapViewOfFileStub
        859  35A 00022F50 MapViewOfFileEx = MapViewOfFileExStub
        860  35B 0004C340 MapViewOfFileExNuma = MapViewOfFileExNumaStub
        861  35C 0005FE50 Module32First = Module32First
        862  35D 0004ADB0 Module32FirstW = Module32FirstW
        863  35E 0005FD30 Module32Next = Module32Next
        864  35F 0004ACC0 Module32NextW = Module32NextW
        865  360 0008F840 MoveFileA = MoveFileA
        866  361 0008F810 MoveFileExA = MoveFileExA
        867  362 00004690 MoveFileExW = MoveFileExW
        868  363 000955B0 MoveFileTransactedA = MoveFileTransactedA
        869  364 0008F610 MoveFileTransactedW = MoveFileTransactedW
        870  365 0008F6E0 MoveFileW = MoveFileW
        871  366 0008F7E0 MoveFileWithProgressA = MoveFileWithProgressA
        872  367 0008F5E0 MoveFileWithProgressW = MoveFileWithProgressW
        873  368 0000B1B0 MulDiv = MulDiv
        874  369 00020430 MultiByteToWideChar = MultiByteToWideCharStub
        875  36A 0004C330 NeedCurrentDirectoryForExePathA = NeedCurrentDirectoryForExePathAStub
        876  36B 0001E830 NeedCurrentDirectoryForExePathW = NeedCurrentDirectoryForExePathWStub
        877  36C 00033D5C NlsCheckPolicy = NlsCheckPolicy
        878  36D 0004BF40 NlsEventDataDescCreate = NlsEventDataDescCreateStub
        879  36E 0000A844 NlsGetCacheUpdateCount = NlsGetCacheUpdateCount
        880  36F 00033D68 NlsUpdateLocale = NlsUpdateLocale
        881  370 00033D74 NlsUpdateSystemLocale = NlsUpdateSystemLocale
        882  371 0004BF30 NlsWriteEtwEvent = NlsWriteEtwEventStub
        883  372 00046910 NormalizeString = NormalizeString
        884  373 000614D0 NotifyMountMgr = NotifyMountMgrStub
        885  374 0008D070 NotifyUILanguageChange = NotifyUILanguageChange
        886  375 000556B0 OpenConsoleW = OpenConsoleW
        887  376 00016CF0 OpenEventA = OpenEventAStub
        888  377 00016850 OpenEventW = OpenEventWStub
        889  378 00080280 OpenFile = OpenFile
        890  379 000507A0 OpenFileById = OpenFileById
        891  37A 00016C80 OpenFileMappingA = OpenFileMappingA
        892  37B 00023440 OpenFileMappingW = OpenFileMappingWStub
        893  37C 0005C100 OpenJobObjectA = OpenJobObjectA
        894  37D 0005C040 OpenJobObjectW = OpenJobObjectW
        895  37E 00004180 OpenMutexA = OpenMutexA
        896  37F 000231C0 OpenMutexW = OpenMutexWStub
        897  380 0007FE10 OpenPrivateNamespaceA = OpenPrivateNamespaceA
        898  381 00073080 OpenPrivateNamespaceW = OpenPrivateNamespaceW
        899  382 0001A3A0 OpenProcess = OpenProcessStub
        900  383          OpenProcessToken (forwarded to api-ms-win-core-processthreads-l1-1-0.OpenProcessToken)
        901  384 000445A0 OpenProfileUserMapping = OpenProfileUserMapping
        902  385 00061080 OpenSemaphoreA = OpenSemaphoreA
        903  386 0004C320 OpenSemaphoreW = OpenSemaphoreWStub
        904  387 00019C30 OpenThread = OpenThreadStub
        905  388          OpenThreadToken (forwarded to api-ms-win-core-processthreads-l1-1-0.OpenThreadToken)
        906  389 00060F50 OpenWaitableTimerA = OpenWaitableTimerA
        907  38A 0004C310 OpenWaitableTimerW = OpenWaitableTimerWStub
        908  38B 00006450 OutputDebugStringA = OutputDebugStringAStub
        909  38C 000090C0 OutputDebugStringW = OutputDebugStringWStub
        910  38D 00055340 PeekConsoleInputA = PeekConsoleInputA
        911  38E 0000E550 PeekConsoleInputW = PeekConsoleInputW
        912  38F 0000A770 PeekNamedPipe = PeekNamedPipeStub
        913  390 0000BCB0 PostQueuedCompletionStatus = PostQueuedCompletionStatusStub
        914  391 0004D2C0 PowerClearRequest = PowerClearRequest
        915  392 0007FEE0 PowerCreateRequest = PowerCreateRequest
        916  393 0004D270 PowerSetRequest = PowerSetRequest
        917  394 0008E4C0 PrepareTape = PrepareTape
        918  395 00095180 PrivCopyFileExW = PrivCopyFileExW
        919  396 0008F0F0 PrivMoveFileIdentityW = PrivMoveFileIdentityW
        920  397 00060060 Process32First = Process32First
        921  398 00001BF0 Process32FirstW = Process32FirstW
        922  399 0005FF70 Process32Next = Process32Next
        923  39A 00001EE0 Process32NextW = Process32NextW
        924  39B 00010A00 ProcessIdToSessionId = ProcessIdToSessionIdStub
        925  39C 0004C300 PulseEvent = PulseEventStub
        926  39D 00049CA0 PurgeComm = PurgeComm
        927  39E 00048B30 QueryActCtxSettingsW = QueryActCtxSettingsW
        928  39F 00001DD0 QueryActCtxW = QueryActCtxW
        929  3A0          QueryDepthSList (forwarded to NTDLL.RtlQueryDepthSList)
        930  3A1 00065890 QueryDosDeviceA = QueryDosDeviceA
        931  3A2 000058C0 QueryDosDeviceW = QueryDosDeviceWStub
        932  3A3 000613A0 QueryFullProcessImageNameA = QueryFullProcessImageNameA
        933  3A4 0001A470 QueryFullProcessImageNameW = QueryFullProcessImageNameW
        934  3A5 000487A0 QueryIdleProcessorCycleTime = QueryIdleProcessorCycleTime
        935  3A6 00048730 QueryIdleProcessorCycleTimeEx = QueryIdleProcessorCycleTimeEx
        936  3A7 00048D00 QueryInformationJobObject = QueryInformationJobObject
        937  3A8 00009D80 QueryMemoryResourceNotification = QueryMemoryResourceNotification
        938  3A9 00020490 QueryPerformanceCounter = QueryPerformanceCounterStub
        939  3AA 000104E0 QueryPerformanceFrequency = QueryPerformanceFrequencyStub
        940  3AB 0004BF50 QueryProcessAffinityUpdateMode = QueryProcessAffinityUpdateModeStub
        941  3AC 000487F0 QueryProcessCycleTime = QueryProcessCycleTime
        942  3AD 00048850 QueryThreadCycleTime = QueryThreadCycleTime
        943  3AE 00047D40 QueryThreadProfiling = QueryThreadProfiling
        944  3AF 0004BF70 QueryThreadpoolStackInformation = QueryThreadpoolStackInformationStub
        945  3B0 00049420 QueryUmsThreadInformation = QueryUmsThreadInformation
        946  3B1 0005B3C0 QueryUnbiasedInterruptTime = QueryUnbiasedInterruptTime
        947  3B2 0000E160 QueueUserAPC = QueueUserAPCStub
        948  3B3 00011720 QueueUserWorkItem = QueueUserWorkItem
        949  3B4 0000E0E0 RaiseException = RaiseExceptionStub
        950  3B5 0005B1A0 RaiseFailFastException = RaiseFailFastException
        951  3B6 0004F910 ReOpenFile = ReOpenFile
        952  3B7 0006A870 ReadConsoleA = ReadConsoleA
        953  3B8 00055320 ReadConsoleInputA = ReadConsoleInputA
        954  3B9 000552D0 ReadConsoleInputExA = ReadConsoleInputExA
        955  3BA 000552A0 ReadConsoleInputExW = ReadConsoleInputExW
        956  3BB 00055300 ReadConsoleInputW = ReadConsoleInputW
        957  3BC 0006A6C0 ReadConsoleOutputA = ReadConsoleOutputA
        958  3BD 00079770 ReadConsoleOutputAttribute = ReadConsoleOutputAttribute
        959  3BE 000797E0 ReadConsoleOutputCharacterA = ReadConsoleOutputCharacterA
        960  3BF 000797B0 ReadConsoleOutputCharacterW = ReadConsoleOutputCharacterW
        961  3C0 0006A6F0 ReadConsoleOutputW = ReadConsoleOutputW
        962  3C1 0006A760 ReadConsoleW = ReadConsoleW
        963  3C2 000045B0 ReadDirectoryChangesW = ReadDirectoryChangesW
        964  3C3 00012AD0 ReadFile = ReadFileImplementation
        965  3C4 0004C2C0 ReadFileEx = ReadFileExStub
        966  3C5 0004C2E0 ReadFileScatter = ReadFileScatterStub
        967  3C6 0004C2A0 ReadProcessMemory = ReadProcessMemoryStub
        968  3C7 00047D10 ReadThreadProfilingData = ReadThreadProfilingData
        969  3C8 000202D0 RegCloseKey = RegCloseKey
        970  3C9 00003EF0 RegCreateKeyExA = RegCreateKeyExA
        971  3CA 0000EBC0 RegCreateKeyExW = RegCreateKeyExW
        972  3CB 000577A0 RegDeleteKeyExA = RegDeleteKeyExA
        973  3CC 000576F0 RegDeleteKeyExW = RegDeleteKeyExW
        974  3CD 0009B770 RegDeleteTreeA = RegDeleteTreeA
        975  3CE 0009B2C0 RegDeleteTreeW = RegDeleteTreeW
        976  3CF 0009A1D0 RegDeleteValueA = RegDeleteValueA
        977  3D0 00032AF0 RegDeleteValueW = RegDeleteValueW
        978  3D1 000577C0 RegDisablePredefinedCacheEx = RegDisablePredefinedCacheEx
        979  3D2 00011BD0 RegEnumKeyExA = RegEnumKeyExA
        980  3D3 0000ADB0 RegEnumKeyExW = RegEnumKeyExW
        981  3D4 0009A6C0 RegEnumValueA = RegEnumValueA
        982  3D5 0000FDC0 RegEnumValueW = RegEnumValueW
        983  3D6 00099630 RegFlushKey = RegFlushKey
        984  3D7 00008D20 RegGetKeySecurity = RegGetKeySecurity
        985  3D8 0009B190 RegGetValueA = RegGetValueA
        986  3D9 000168E0 RegGetValueW = RegGetValueW
        987  3DA 00016BD0 RegKrnGetGlobalState = RegKrnGetGlobalState
        988  3DB 00015580 RegKrnInitialize = RegKrnInitialize
        989  3DC 00099B50 RegLoadKeyA = RegLoadKeyA
        990  3DD 00007120 RegLoadKeyW = RegLoadKeyW
        991  3DE 00044AF0 RegLoadMUIStringA = SfpInstallCatalog
        992  3DF 0000E2C0 RegLoadMUIStringW = RegLoadMUIStringW
        993  3E0 0000F240 RegNotifyChangeKeyValue = RegNotifyChangeKeyValue
        994  3E1 00011BA0 RegOpenCurrentUser = RegOpenCurrentUser
        995  3E2 000163B0 RegOpenKeyExA = RegOpenKeyExA
        996  3E3 00015650 RegOpenKeyExW = RegOpenKeyExW
        997  3E4 00010800 RegOpenUserClassesRoot = RegOpenUserClassesRoot
        998  3E5 0000C210 RegQueryInfoKeyA = RegQueryInfoKeyA
        999  3E6 0000FB90 RegQueryInfoKeyW = RegQueryInfoKeyW
       1000  3E7 00016540 RegQueryValueExA = RegQueryValueExA
       1001  3E8 0001FEB0 RegQueryValueExW = RegQueryValueExW
       1002  3E9 00099DF0 RegRestoreKeyA = RegRestoreKeyA
       1003  3EA 00099CF0 RegRestoreKeyW = RegRestoreKeyW
       1004  3EB 00099870 RegSaveKeyExA = RegSaveKeyExA
       1005  3EC 000996E0 RegSaveKeyExW = RegSaveKeyExW
       1006  3ED 00099F40 RegSetKeySecurity = RegSetKeySecurity
       1007  3EE 0009A2B0 RegSetValueExA = RegSetValueExA
       1008  3EF 0000CAC0 RegSetValueExW = RegSetValueExW
       1009  3F0 00099A50 RegUnLoadKeyA = RegUnLoadKeyA
       1010  3F1 00032BB0 RegUnLoadKeyW = RegUnLoadKeyW
       1011  3F2 0007F570 RegisterApplicationRecoveryCallback = RegisterApplicationRecoveryCallback
       1012  3F3 0007F530 RegisterApplicationRestart = RegisterApplicationRestart
       1013  3F4 00042370 RegisterConsoleIME = RegisterConsoleIME
       1014  3F5 00040830 RegisterConsoleOS2 = RegisterConsoleOS2
       1015  3F6 00042290 RegisterConsoleVDM = RegisterConsoleVDM
       1016  3F7 00020D00 RegisterWaitForInputIdle = RegisterWaitForInputIdle
       1017  3F8 000116A0 RegisterWaitForSingleObject = RegisterWaitForSingleObject
       1018  3F9 000041F0 RegisterWaitForSingleObjectEx = RegisterWaitForSingleObjectEx
       1019  3FA 0004ED80 RegisterWowBaseHandlers = RegisterWowBaseHandlers
       1020  3FB 0005E290 RegisterWowExec = RegisterWowExec
       1021  3FC 00048CB0 ReleaseActCtx = ReleaseActCtx
       1022  3FD 00022900 ReleaseMutex = ReleaseMutexStub
       1023  3FE          ReleaseMutexWhenCallbackReturns (forwarded to NTDLL.TpCallbackReleaseMutexOnCompletion)
       1024  3FF          ReleaseSRWLockExclusive (forwarded to NTDLL.RtlReleaseSRWLockExclusive)
       1025  400          ReleaseSRWLockShared (forwarded to NTDLL.RtlReleaseSRWLockShared)
       1026  401 00016880 ReleaseSemaphore = ReleaseSemaphoreStub
       1027  402          ReleaseSemaphoreWhenCallbackReturns (forwarded to NTDLL.TpCallbackReleaseSemaphoreOnCompletion)
       1028  403 0004C290 RemoveDirectoryA = RemoveDirectoryAStub
       1029  404 00066BF0 RemoveDirectoryTransactedA = RemoveDirectoryTransactedA
       1030  405 00051020 RemoveDirectoryTransactedW = RemoveDirectoryTransactedW
       1031  406 0004C280 RemoveDirectoryW = RemoveDirectoryWStub
       1032  407 00095680 RemoveLocalAlternateComputerNameA = RemoveLocalAlternateComputerNameA
       1033  408 0008FA80 RemoveLocalAlternateComputerNameW = RemoveLocalAlternateComputerNameW
       1034  409 0004E6F0 RemoveSecureMemoryCacheCallback = RemoveSecureMemoryCacheCallback
       1035  40A          RemoveVectoredContinueHandler (forwarded to NTDLL.RtlRemoveVectoredContinueHandler)
       1036  40B          RemoveVectoredExceptionHandler (forwarded to NTDLL.RtlRemoveVectoredExceptionHandler)
       1037  40C 000942E0 ReplaceFile = ReplaceFileW
       1038  40D 00095060 ReplaceFileA = ReplaceFileA
       1039  40E 000942E0 ReplaceFileW = ReplaceFileW
       1040  40F 0004CAF0 ReplacePartitionUnit = ReplacePartitionUnit
       1041  410 0004D250 RequestDeviceWakeup = CancelDeviceWakeupRequest
       1042  411 0004D250 RequestWakeupLatency = CancelDeviceWakeupRequest
       1043  412 0000E7F0 ResetEvent = ResetEventStub
       1044  413 00009E00 ResetWriteWatch = ResetWriteWatch
       1045  414 0004BC20 ResolveLocaleName = ResolveLocaleNameStub
       1046  415          RestoreLastError (forwarded to NTDLL.RtlRestoreLastWin32Error)
       1047  416 0000F080 ResumeThread = ResumeThreadStub
       1048  417 0004BBB0 RtlAddFunctionTable = RtlAddFunctionTableStub
       1049  418 0004BC10 RtlCaptureContext = RtlCaptureContextStub
       1050  419 0004BC00 RtlCaptureStackBackTrace = RtlCaptureStackBackTraceStub
       1051  41A 0004BB90 RtlCompareMemory = RtlCompareMemoryStub
       1052  41B 0004BB70 RtlCopyMemory = RtlCopyMemoryStub
       1053  41C 0004BBA0 RtlDeleteFunctionTable = RtlDeleteFunctionTableStub
       1054  41D 0004BBD0 RtlFillMemory = RtlFillMemoryStub
       1055  41E 0004BB40 RtlInstallFunctionTableCallback = RtlInstallFunctionTableCallbackStub
       1056  41F 0004BB30 RtlLookupFunctionEntry = RtlLookupFunctionEntryStub
       1057  420 00022448 RtlMoveMemory = memmove
       1058  421 00033240 RtlPcToFileHeader = RtlPcToFileHeaderStub
       1059  422 0004BAC0 RtlRaiseException = RtlRaiseExceptionStub
       1060  423 0004BB20 RtlRestoreContext = RtlRestoreContextStub
       1061  424 0004BBC0 RtlUnwind = RtlUnwindStub
       1062  425 000333C0 RtlUnwindEx = RtlUnwindExStub
       1063  426 0004BAD0 RtlVirtualUnwind = RtlVirtualUnwindStub
       1064  427          RtlZeroMemory (forwarded to NTDLL.RtlZeroMemory)
       1065  428 000548D0 ScrollConsoleScreenBufferA = ScrollConsoleScreenBufferA
       1066  429 000548A0 ScrollConsoleScreenBufferW = ScrollConsoleScreenBufferW
       1067  42A 00062490 SearchPathA = SearchPathA
       1068  42B 00019910 SearchPathW = SearchPathWStub
       1069  42C 0006F2D0 SetCalendarInfoA = SetCalendarInfoA
       1070  42D 0004C270 SetCalendarInfoW = SetCalendarInfoWStub
       1071  42E 00066F70 SetClientTimeZoneInformation = SetClientTimeZoneInformation
       1072  42F 00048AE0 SetComPlusPackageInstallStatus = SetComPlusPackageInstallStatus
       1073  430 0005FA00 SetCommBreak = SetCommBreak
       1074  431 0005F910 SetCommConfig = SetCommConfig
       1075  432 00049BB0 SetCommMask = SetCommMask
       1076  433 0005F4F0 SetCommState = SetCommState
       1077  434 00049AB0 SetCommTimeouts = SetCommTimeouts
       1078  435 00067430 SetComputerNameA = SetComputerNameA
       1079  436 00096340 SetComputerNameExA = SetComputerNameExA
       1080  437 00095F30 SetComputerNameExW = SetComputerNameExW
       1081  438 00051980 SetComputerNameW = SetComputerNameW
       1082  439 000412D0 SetConsoleActiveScreenBuffer = SetConsoleActiveScreenBuffer
       1083  43A 00040E30 SetConsoleCP = SetConsoleCP
       1084  43B 000180B0 SetConsoleCtrlHandler = SetConsoleCtrlHandler
       1085  43C 000424D0 SetConsoleCursor = SetConsoleCursor
       1086  43D 000411D0 SetConsoleCursorInfo = SetConsoleCursorInfo
       1087  43E 00040930 SetConsoleCursorMode = SetConsoleCursorMode
       1088  43F 0000E680 SetConsoleCursorPosition = SetConsoleCursorPosition
       1089  440 00042370 SetConsoleDisplayMode = RegisterConsoleIME
       1090  441 00040F90 SetConsoleFont = SetConsoleFont
       1091  442 00042180 SetConsoleHardwareState = SetConsoleHardwareState
       1092  443 00040B30 SetConsoleHistoryInfo = SetConsoleHistoryInfo
       1093  444 00040F20 SetConsoleIcon = SetConsoleIcon
       1094  445 00042930 SetConsoleInputExeNameA = SetConsoleInputExeNameA
       1095  446 00012DB0 SetConsoleInputExeNameW = SetConsoleInputExeNameW
       1096  447 00042020 SetConsoleKeyShortcuts = SetConsoleKeyShortcuts
       1097  448 0006A050 SetConsoleLocalEUDC = SetConsoleLocalEUDC
       1098  449 000445A0 SetConsoleMaximumWindowSize = OpenProfileUserMapping
       1099  44A 00041FB0 SetConsoleMenuClose = SetConsoleMenuClose
       1100  44B 000184F0 SetConsoleMode = SetConsoleMode
       1101  44C 00040A30 SetConsoleNlsMode = SetConsoleNlsMode
       1102  44D 0006AC70 SetConsoleNumberOfCommandsA = SetConsoleNumberOfCommandsA
       1103  44E 0006AC80 SetConsoleNumberOfCommandsW = SetConsoleNumberOfCommandsW
       1104  44F 000407C0 SetConsoleOS2OemFormat = SetConsoleOS2OemFormat
       1105  450 0006A1A0 SetConsoleOutputCP = SetConsoleOutputCP
       1106  451 00055370 SetConsolePalette = SetConsolePalette
       1107  452 000415E0 SetConsoleScreenBufferInfoEx = SetConsoleScreenBufferInfoEx
       1108  453 00041250 SetConsoleScreenBufferSize = SetConsoleScreenBufferSize
       1109  454 00041010 SetConsoleTextAttribute = SetConsoleTextAttribute
       1110  455 00055880 SetConsoleTitleA = SetConsoleTitleA
       1111  456 00055830 SetConsoleTitleW = SetConsoleTitleW
       1112  457 00041150 SetConsoleWindowInfo = SetConsoleWindowInfo
       1113  458          SetCriticalSectionSpinCount (forwarded to NTDLL.RtlSetCriticalSectionSpinCount)
       1114  459 0006A1E0 SetCurrentConsoleFontEx = SetCurrentConsoleFontEx
       1115  45A 0004C260 SetCurrentDirectoryA = SetCurrentDirectoryAStub
       1116  45B 00019C10 SetCurrentDirectoryW = SetCurrentDirectoryWStub
       1117  45C 00087AD0 SetDefaultCommConfigA = SetDefaultCommConfigA
       1118  45D 0007F960 SetDefaultCommConfigW = SetDefaultCommConfigW
       1119  45E 00063600 SetDllDirectoryA = SetDllDirectoryA
       1120  45F 0004DD70 SetDllDirectoryW = SetDllDirectoryW
       1121  460 000670D0 SetDynamicTimeZoneInformation = SetDynamicTimeZoneInformation
       1122  461 0004C250 SetEndOfFile = SetEndOfFileStub
       1123  462 00048580 SetEnvironmentStringsA = SetEnvironmentStringsA
       1124  463 0000CE20 SetEnvironmentStringsW = SetEnvironmentStringsWStub
       1125  464 0004C240 SetEnvironmentVariableA = SetEnvironmentVariableAStub
       1126  465 00018090 SetEnvironmentVariableW = SetEnvironmentVariableWStub
       1127  466 000162A0 SetErrorMode = SetErrorModeStub
       1128  467 000153C0 SetEvent = SetEventStub
       1129  468          SetEventWhenCallbackReturns (forwarded to NTDLL.TpCallbackSetEventOnCompletion)
       1130  469          SetExtendedFeaturesMask (forwarded to api-ms-win-core-xstate-l1-1-0.RtlSetExtendedFeaturesMask)
       1131  46A 0004C230 SetFileApisToANSI = SetFileApisToANSIStub
       1132  46B 00005960 SetFileApisToOEM = SetFileApisToOEMStub
       1133  46C 00004250 SetFileAttributesA = SetFileAttributesAStub
       1134  46D 000651F0 SetFileAttributesTransactedA = SetFileAttributesTransactedA
       1135  46E 00050140 SetFileAttributesTransactedW = SetFileAttributesTransactedW
       1136  46F 00014CD0 SetFileAttributesW = SetFileAttributesWStub
       1137  470 00050270 SetFileBandwidthReservation = SetFileBandwidthReservation
       1138  471 00050940 SetFileCompletionNotificationModes = SetFileCompletionNotificationModes
       1139  472 0000B350 SetFileInformationByHandle = SetFileInformationByHandleStub
       1140  473 000509B0 SetFileIoOverlappedRange = SetFileIoOverlappedRange
       1141  474 0000F0A0 SetFilePointer = SetFilePointerStub
       1142  475 0000C870 SetFilePointerEx = SetFilePointerExStub
       1143  476 00076160 SetFileShortNameA = SetFileShortNameA
       1144  477 00065300 SetFileShortNameW = SetFileShortNameW
       1145  478 00014DA0 SetFileTime = SetFileTimeStub
       1146  479 0004C220 SetFileValidData = SetFileValidDataStub
       1147  47A 0004EE40 SetFirmwareEnvironmentVariableA = SetFirmwareEnvironmentVariableA
       1148  47B 0004ED90 SetFirmwareEnvironmentVariableW = SetFirmwareEnvironmentVariableW
       1149  47C 00022130 SetHandleCount = SetHandleCount
       1150  47D 00009090 SetHandleInformation = SetHandleInformationImplementation
       1151  47E 0005BED0 SetInformationJobObject = SetInformationJobObject
       1152  47F 00054900 SetLastConsoleEventActive = SetLastConsoleEventActive
       1153  480 00022960 SetLastError = SetLastError
       1154  481 000963A0 SetLocalPrimaryComputerNameA = SetLocalPrimaryComputerNameA
       1155  482 00096010 SetLocalPrimaryComputerNameW = SetLocalPrimaryComputerNameW
       1156  483 0004C200 SetLocalTime = SetLocalTimeStub
       1157  484 0006F3B0 SetLocaleInfoA = SetLocaleInfoA
       1158  485 0004C210 SetLocaleInfoW = SetLocaleInfoWStub
       1159  486 0004DF90 SetMailslotInfo = SetMailslotInfo
       1160  487 0004D250 SetMessageWaitingIndicator = CancelDeviceWakeupRequest
       1161  488 000628D0 SetNamedPipeAttribute = SetNamedPipeAttribute
       1162  489 0004C1F0 SetNamedPipeHandleState = SetNamedPipeHandleStateStub
       1163  48A 000331C0 SetPriorityClass = SetPriorityClassStub
       1164  48B 0004CD80 SetProcessAffinityMask = SetProcessAffinityMask
       1165  48C 0004BF60 SetProcessAffinityUpdateMode = SetProcessAffinityUpdateModeStub
       1166  48D 00051100 SetProcessDEPPolicy = SetProcessDEPPolicy
       1167  48E 00046760 SetProcessPreferredUILanguages = SetProcessPreferredUILanguages
       1168  48F 0004CD30 SetProcessPriorityBoost = SetProcessPriorityBoost
       1169  490 00019960 SetProcessShutdownParameters = SetProcessShutdownParametersStub
